name,date,message
ripley,2014-06-01,update
ripley,2014-06-01,"prefer _WIN{32,64}"
ripley,2014-06-01,"prefer _WIN{32,64}"
ripley,2014-05-31,testing wrong file
ripley,2014-05-31,update
ripley,2014-05-31,"OS X, not MacOS, these days"
ripley,2014-05-31,markup
ripley,2014-05-31,simplify
luke,2014-05-29,Try to avoid duble evaluation of argument in auto-printing.
luke,2014-05-29,Renamed mkEVPROMISE and mkEVPROMISE_NR to R_mkEVPROMISE and R_mkEVPROMISE_NR and moved to memory.c.
luke,2014-05-29,"Factored out non-tracking version of mkEVPROMISE to mkEVPROMISE_NR and removed environment argument from both, since evaluated promises should have their environment set to R_NilValue."
urbaneks,2014-05-29,"fix mcmapply to parallelize for jobs > 1, not > mc.cores"
luke,2014-05-28,Removed YYID from .y files to avoid bison 3 problems reported by Tomas Kalibera.
maechler,2014-05-28,"no sense to warn about beta(a,b) --> 0 for large a,b"
urbaneks,2014-05-27,do not collect 3rd party children if possible
ripley,2014-05-27,"p,q,x are arguments but not parameters"
ripley,2014-05-27,more about binomial()
murdoch,2014-05-27,typo
ripley,2014-05-27,fix PR#15793
ripley,2014-05-27,add comment
ripley,2014-05-27,workaround for PR#15327
ripley,2014-05-27,OS X no longer uses multiple archs
ripley,2014-05-27,"layout, comment how formatting is done"
ripley,2014-05-26,comment on signed zeros remove obselete comment
ripley,2014-05-26,add item
ripley,2014-05-26,tweak \donttest for Windows
maechler,2014-05-26,"another positive example for ""fg"" format"
ripley,2014-05-26,allow \donttest to be tested
ripley,2014-05-26,typo
ripley,2014-05-26,it seems some vignettes need ec
ripley,2014-05-26,"actually, 3.1.0 did not have R CMD Sweave --no-clean"
ripley,2014-05-26,avoid confusion: --clean=default is not the default ...
ripley,2014-05-26,skip unused code on OS X
ripley,2014-05-26,add more details on which LaTeX packages are required
ripley,2014-05-26,update
ripley,2014-05-26,update
ripley,2014-05-26,cleaning up
ripley,2014-05-26,use [noupquote]
ripley,2014-05-25,more parenthesis
ripley,2014-05-25,mention latex collections use [noupquote] with inconsolata
ripley,2014-05-25,update comments re LaTeX packages
ripley,2014-05-25,"tweaks, including consistent indentation"
ripley,2014-05-25,incoming check for \Sexpr-related components in build dir
ripley,2014-05-24,mention what tools is for
ripley,2014-05-24,mention what %0ns may do
ripley,2014-05-24,typos
hornik,2014-05-23,Improve handling of empty person specifications.
murdoch,2014-05-22,Minor fix to findLineNum.
murdoch,2014-05-22,Help server needs to declare encodings of non-ASCII text files.
hornik,2014-05-22,Create valid HTML.
hornik,2014-05-22,Spelling.
ripley,2014-05-22,excessive buffering in Rgui
ripley,2014-05-22,enhancement to pairs()
ripley,2014-05-22,small cleanup
maechler,2014-05-22,use XCheckTypedWindowEvent() instead of *TypedEvent(): wish of PR#15633
ripley,2014-05-22,modified version of patch for PR#15804
ripley,2014-05-22,update
ripley,2014-05-22,more tidying up
hornik,2014-05-21,Improve handling of empty person and bibentry objects.
urbaneks,2014-05-21,warn if system() syscall fails
urbaneks,2014-05-21,attempt to fix #15796
maechler,2014-05-21,"change ""DList"" to ""Dlist"" as the former has been hijacked (;-) earlier in a JSS-published CRAN package"
ripley,2014-05-21,small improvements
maechler,2014-05-21,"Examples cosmetic: e.g. showing main=, xlab="
maechler,2014-05-21,Sys.info(): call once; use [[.]] indexing
ripley,2014-05-21,more tidying up og lbfgsb
ripley,2014-05-20,update
ripley,2014-05-20,use \donttest rather than \dontrun where possible
ripley,2014-05-20,revert part of r65117 which was not confined to Windows
ripley,2014-05-20,finish off
ripley,2014-05-20,update
hornik,2014-05-20,Create valid HTML.
ripley,2014-05-20,example was missing in commit
ripley,2014-05-20,fix for PR#15753
ripley,2014-05-20,new arguments to R CMD check
ripley,2014-05-20,"start allowing testing of \dont{run,test} sections"
ripley,2014-05-20,bugfix in tools::Rd2ex
ripley,2014-05-20,apply same change to subtraction (although it does not currently fail in clang) tidy up
ripley,2014-05-20,Rgui needs console flushed
ripley,2014-05-20,some changes are not bug fixes
ripley,2014-05-20,allow users of dev.new() to avoid RStudioGD
ripley,2014-05-20,typo
ripley,2014-05-20,"typo, add comments"
ripley,2014-05-20,a cleaner version which gcc pre-4.10 does not warn about
ripley,2014-05-20,add regression test
ripley,2014-05-20,reword
ripley,2014-05-20,typo
murdoch,2014-05-19,Fix PR#15803
ripley,2014-05-19,patch from PR#15697
ripley,2014-05-19,anyDuplicated could return an index bigger than an int.
ripley,2014-05-19,fix for PR#15735
ripley,2014-05-19,allow separate mirror choice for CRAN check summaries
ripley,2014-05-19,update
ripley,2014-05-19,allow for undisciplined packages Rserver and RcppClassic
hornik,2014-05-19,Remove one non-functional mirror.
ripley,2014-05-19,"tweaks to wording, updates"
ripley,2014-05-18,more support of make install-libR
ripley,2014-05-18,tweak -L flags to ${R_HOME}/lib
ripley,2014-05-18,warn against misuse of make install-libR (PR#15790)
ripley,2014-05-18,use consistent format for copyright dates
ripley,2014-05-18,use consistent format for copyright dates
ripley,2014-05-17,improve comments
ripley,2014-05-17,"ug report was about non-Apple toolchain, it seems"
ripley,2014-05-17,better check for VignetteBuilder packages being installed
ripley,2014-05-17,add comments about why an 8-bit locale is needed change examples to ones that actually work.
ripley,2014-05-17,VignetteBuilder packages are required for package checking
hornik,2014-05-17,Spelling.
hornik,2014-05-17,read.dcf(all = TRUE) failed to reset the locale on exit. Spotted by Yihui Xie <xie@yihui.name>.
ripley,2014-05-16,allow attributes on .Device[s]
ripley,2014-05-16,add gcc < 4.9 version of message
ripley,2014-05-16,add some fileEncoding arguments. legibility in read.fwf code
ripley,2014-05-16,tweaks
ripley,2014-05-16,updates
ripley,2014-05-16,update
ripley,2014-05-16,typo
ripley,2014-05-16,correct errors in description of type.convert markup and grammar
maechler,2014-05-15,"[dpqr]beta(x, a,b) for a,b = 0 or a,b = Inf"
hornik,2014-05-15,Add Roxygen field.
maechler,2014-05-15,"fix stack imbalance, thanks to Bill Dunlap, PR#15799"
ripley,2014-05-15,breathe on sanitizer descriptions
maechler,2014-05-14,nknots = <function> is more flexible
hornik,2014-05-14,Try to make \Rhref also work for URLs containing number/hash signs.
ripley,2014-05-14,there is no \mathttt\{}
ripley,2014-05-14,trap misuse of PR#15777
maechler,2014-05-14,export .nknots.smspl()
ripley,2014-05-14,fulfil wish of PR#15775
ripley,2014-05-14,typo
ripley,2014-05-14,try out the suggestion of PR#15508
ripley,2014-05-14,add URI
ripley,2014-05-14,bad merge
ripley,2014-05-14,report some more serious C[++] warnings
ripley,2014-05-14,report sequence errors
hornik,2014-05-13,Use \samp instead of \code for documenting data frame variables with non-syntactic names.
hornik,2014-05-13,Have CRAN incoming check investigate Suggests or Enhances not in mainstream repositories.
ripley,2014-05-13,update dates
ripley,2014-05-13,add option
ripley,2014-05-13,skip filter if no CRAN
maechler,2014-05-13,MATHLIB_WARNING5() in bgrat()
ripley,2014-05-13,updates and tweaks
ripley,2014-05-13,doc updates
ripley,2014-05-12,use shallow duplication (PR#15798)
ripley,2014-05-12,clarifications
hornik,2014-05-12,"New mirror in Cambridge, UK."
ripley,2014-05-12,update
ripley,2014-05-12,update/correct comments
ripley,2014-05-12,tweaks for embedFonts
maechler,2014-05-12,towards eliminating the need for this *.Rout.save
ripley,2014-05-12,Windows now returns long names in SearchPath
ripley,2014-05-12,tweaks to ghostscript detection
ripley,2014-05-12,only add NeedsCompilation if requested
ripley,2014-05-11,"abs(-2147483648) is undefined, so special-case"
maechler,2014-05-09,"type.convert() and read.table(): 'numerals = c(<string>, ..)' instead of 'exact' (which is kept in C, partly)"
ripley,2014-05-09,"updates, make possible to check on Windows without recommended packages"
ripley,2014-05-09,tweak
ripley,2014-05-09,clean better
ripley,2014-05-09,switch default device for embedFonts()
murrell,2014-05-08,added mention of ps2write in embedFonts.Rd;  thanks to Ege Rubak
maechler,2014-05-08,t- and chisq- have become accurate enough
ripley,2014-05-08,reduce SVN in installer version
murdoch,2014-05-08,Typo (reported by Tobias Verbeke)
ripley,2014-05-08,update
ripley,2014-05-08,do not test (in the examples!) that grid vignettes are installed
ripley,2014-05-08,add hyperlinks for 'language object(s)
murdoch,2014-05-07,typo
ripley,2014-05-07,missing \item
maechler,2014-05-07,(syntax typos in comments only)
hornik,2014-05-06,Improve example for formatDL().
ripley,2014-05-06,"updates, markup"
hornik,2014-05-05,CRAN available packages filter should only filter non-CRAN duplicates.
maechler,2014-05-05,cosmetic
maechler,2014-05-05,PR#15774: integer overflow accident (e.g. with clang)
maechler,2014-05-05,type.convert(): default to compatibility with R < 3.1.0
maechler,2014-05-05,"s/ do_ascharacter / do_asatomic / : no need for ""historic anomaly"""
maechler,2014-05-05,"pbeta(), i.e., bratio(): fix ""small"" stair case effect; add comments + DEBUG print for gam1()"
maechler,2014-05-05,"fix dnbinom(*, size=<large>, log=TRUE)"
maechler,2014-05-03,no need to *print* the > 6400 file names (which may exist after a 'make check-all' ..)
ripley,2014-05-03,add some details
maechler,2014-04-29,a better version of (part 2 of) r65513.
maechler,2014-04-29,"ruleout_types():  -  fix *long* standing thinko --> speedup of type.convert()  -  no warnings from here  ==> type.convert(*, exact=NA)  gives *one* (or no) warning"
maechler,2014-04-29,add test for r65507 [type.convert() etc]
ripley,2014-04-29,no longer consult SHELL on Windows
maechler,2014-04-29,fix comment 3x (<= PR#15784)
maechler,2014-04-28,print.DList() now is cautious against messed up object
maechler,2014-04-28,"type.convert(*, exact=NA), read.table() and read.*() -- default NA gives a warning and *does* convert to numbers"
ripley,2014-04-27,"bug fixes and enhancements to enc2{utf8,native}"
maechler,2014-04-26,"Sys.getenv() is now printed with new ""DList"" print method, as suggested by Bill Dunlap on R-devel"
murdoch,2014-04-26,"Fix PR#15781, options(foo=NULL) returning bad value."
hornik,2014-04-26,Pick up right component in regexp match.
ripley,2014-04-26,clarification
murdoch,2014-04-26,Resurrect the bug fix from r64100/r64087.  Fix the bug in Sweave.Rnw that caused it to fail.  Make Sweave error messages more informative.
hornik,2014-04-26,Spelling.
hornik,2014-04-25,Adjust for c65057.
hornik,2014-04-25,Start introducing 'Additional_repositories' DESCRIPTION field.
ripley,2014-04-25,bad merge in emacs
ripley,2014-04-25,tweaks
ripley,2014-04-25,typo
pd,2014-04-25,incorrect escape character in compareVersion (Yihui Xie)
ripley,2014-04-25,change message
ripley,2014-04-24,remove spurious character
maechler,2014-04-24,'$' need not be escaped in \code{}
ripley,2014-04-24,more details
ripley,2014-04-23,more about GCC 4.9.0
hornik,2014-04-23,Standardize markup.
hornik,2014-04-23,Always allow for 'src/install.libs.R' when checking sources.
hornik,2014-04-23,Add CC BY-SA 3.0.
ripley,2014-04-23,now gcc 4.9.0 is out ...
ripley,2014-04-23,"fix PR#15758,15749"
ripley,2014-04-23,add comment about allowed values
ripley,2014-04-23,"fix PR#15768,15754"
ripley,2014-04-23,fix for PR#15760
ripley,2014-04-23,"typo, remove old warning"
ripley,2014-04-23,add info on how to install
hornik,2014-04-22,Note possibly important installation warnings..
ripley,2014-04-22,spelling
luke,2014-04-22,Fixed initial value of R_in_gc.
maechler,2014-04-22,\donttest{} paths output
maechler,2014-04-22,rm extraneous print(.)
ripley,2014-04-22,matching change in check
murdoch,2014-04-22,"Fix for PR$15770, step into bug."
ripley,2014-04-22,more on portable labels
ripley,2014-04-22,"grammar, markup"
ripley,2014-04-22,"missing \item, markup"
ripley,2014-04-22,tweaks
maechler,2014-04-22,"backporting bug fixes  r65344-5, r65384 to '3.1.0 patched'"
ripley,2014-04-21,update
ripley,2014-04-21,tweaks
luke,2014-04-20,Avoid duplicating freshly allocated intermediate LHS values.
ripley,2014-04-20,regexp is in fact used for paths
ripley,2014-04-20,a few more details
ripley,2014-04-20,update
ripley,2014-04-20,correct link
ripley,2014-04-20,tweak
ripley,2014-04-20,update PCRE to 8.35
hornik,2014-04-19,Note important warnings from re-building vignettes.
hornik,2014-04-19,Correction.
hornik,2014-04-19,"New mirror in A Coruña, Spain."
ripley,2014-04-19,add casts to avoid warnings on Windows
luke,2014-04-18,Fix under REFCNT for vector index assignment bug reported by Scott Kostyshak.
luke,2014-04-18,Fix under NAMED for vector index assignment bug reported by Scott Kostyshak.
ripley,2014-04-17,bump BioC version to 3.0
hornik,2014-04-17,Rd syntax.
maechler,2014-04-17,"R CMD Sweave must not delete files by default; buildVignette(*, keep);  update (and fix/clarify) documentation; cosmetic (& speedup in buildVignettes())"
maechler,2014-04-17,"for r65385: .maskedMsg() needs doc, even as internal"
maechler,2014-04-14,+ comments (- white space)
maechler,2014-04-10,backporting attach() masked message()
maechler,2014-04-10,update
maechler,2014-04-10,update example to effectively *show* something
hornik,2014-04-09,Improve regexp.
maechler,2014-04-08,"attach() now notices conflicts as a message(), same as library(), both using new .maskedMsg()"
maechler,2014-04-08,"pchisq(x, df, ncp, log=TRUE) for small x: fixing PR#15635"
hornik,2014-04-07,"New mirror in Prague, Czech Republic."
murdoch,2014-04-05,buildVignette and buildVignettes should not delete files when clean=FALSE.
hornik,2014-04-05,Update for R 3.1.0 release on 2014-04-10.
ripley,2014-04-05,typo
ripley,2014-04-05,tweak wording
ripley,2014-04-05,update
luke,2014-04-04,"Use shallow_duplicate in do_unclass, and only when refrenced (from Michael Lawrence)."
ripley,2014-04-04,corrections
ripley,2014-04-04,wrap long lines
ripley,2014-04-04,improve messages
ripley,2014-04-03,better version
ripley,2014-04-03,"typo, document change to --with-internal-tzcode"
ripley,2014-04-03,allow for use of ${rsharedir}
ripley,2014-04-03,add note
ripley,2014-04-03,improve wording/markup
maechler,2014-04-03,"slight simplification in border case ""(1 - eps)""  {preparing for next commit}"
ripley,2014-04-02,"mudflap has gone in gcc 4.9, LBC never appeared"
luke,2014-04-02,FIxed BUILTIN/SPECIAL chunk name confusion.
ripley,2014-04-02,more changes for a Mavericks binary
hornik,2014-04-02,Do not format maintainer field when writing DESCRIPTION files.
hornik,2014-04-02,Spelling.
ripley,2014-04-02,allow for separate Mavericks binary distribution
maechler,2014-04-02,merge to very similar entries
maechler,2014-03-31,update for r65344
maechler,2014-03-31,"pbinom(x,n) etc had too strict checks for integer n [PR#15734]"
ripley,2014-03-31,clang++ is not useful on OS X 10.[78]
plummer,2014-03-31,Added CXX1X and friends to list of approved variables for R CMD config. Applied corrections to R-exts from Martin Morgan.
ripley,2014-03-30,promise less about anonymous fifos
hornik,2014-03-29,Add missing space.
hornik,2014-03-29,"New mirror in Jember, Indonesia."
ripley,2014-03-29,change for PR#15313
ripley,2014-03-29,"functions conventionally have arguments, not parameters"
ripley,2014-03-29,change wording for PR#15505
ripley,2014-03-28,"update docs, PR#15731"
ripley,2014-03-28,another important warning (clang and gcc versions)
ripley,2014-03-28,catch important clang warning
ripley,2014-03-28,repeat the comment from WRE that comment lines are not in general DCF
ripley,2014-03-28,tweak for -Wall
ripley,2014-03-27,update
ripley,2014-03-27,update ko translations
hornik,2014-03-27,Updated.
ripley,2014-03-27,throw an error if incomparables is used incorrectly
ripley,2014-03-27,"clarifications, PR#15726"
ripley,2014-03-27,message changes as suggested by Łukasz Daniel
ripley,2014-03-27,"consistent usage, add mainly-internal option"
ripley,2014-03-27,update ja translations
hornik,2014-03-27,Replacing non-matched substrings misbehaved in situations with no match and vector match data (PR #15723).
ripley,2014-03-27,update comments
ripley,2014-03-26,typo
ripley,2014-03-26,suppress irrelevant (here) warning
ripley,2014-03-26,some people have resvar = 0/0
ripley,2014-03-26,precautionary change from unconfirmed bug report
ripley,2014-03-26,summary.lm warns on essentially perfect fits
ripley,2014-03-26,small speedup
ripley,2014-03-26,improve wording
hornik,2014-03-26,Improve formatting check flags in check status summary.
hornik,2014-03-26,Need to get check options from the check header.
ripley,2014-03-25,version for write barrier
ripley,2014-03-25,updates of anyNA change
ripley,2014-03-25,enhanced anyNA
ripley,2014-03-25,update to 2014b
ripley,2014-03-25,add some comments
ripley,2014-03-25,forgot that there might be only one dimname dimension
ripley,2014-03-25,cleaner version of anyNA
ripley,2014-03-25,always return as used for diagnostics
maechler,2014-03-24,"more cautious check for ""ward"" (needed by pkg ""clusterSim"")"
maechler,2014-03-24,check for S4 early on in the default method for anyNA() --> Rmpfr example works correctly
ripley,2014-03-24,another missing sanity check: misused by package adaptivetau
ripley,2014-03-23,misuse of LENGTH
ripley,2014-03-23,correct documentation
ripley,2014-03-23,update
ripley,2014-03-23,is.na() cannot be assumed to return a LGLSXP
ripley,2014-03-23,precautionary initialization
ripley,2014-03-23,missing initializations
maechler,2014-03-22,"sunspot.month: add ""back compatibility"" example"
maechler,2014-03-22,update (sunspot data)
maechler,2014-03-22,"update URLs for sunspot data; update only ""sunspot.month"" data itself;  as per E-mails from/with Frederic Clette (at OMA, Belgium)"
maechler,2014-03-22,fix TAB
maechler,2014-03-22,cosmetic amendments of r65244
maechler,2014-03-22,"hclust(*, ""ward.D2"") does ""Ward"" properly (all in Fortran), from suggestions and research Pierre Legendre (with Fionn Murtagh)"
maechler,2014-03-22,"don't say ""square distance"" for 'euclidean' lest people may forget the sqrt()"
maechler,2014-03-22,add 10 US cities distances of P.Legendre
ripley,2014-03-22,trap unsupported use
ripley,2014-03-22,report headers-only packages
ripley,2014-03-21,comment out a section that people misread
ripley,2014-03-21,more useful way to use dev.capabiliities
ripley,2014-03-21,do not report registration issue if there are no registered symbols in this package
ripley,2014-03-21,fix for PR#15718 and more
ripley,2014-03-21,tweaks
ripley,2014-03-21,update
ripley,2014-03-21,add comments on signs of vectors (MKL gets them different)
ripley,2014-03-19,update
ripley,2014-03-19,"workaround, including for PR#15717"
ripley,2014-03-19,remove info on older MKL
ripley,2014-03-19,update
ripley,2014-03-19,tweak wording
ripley,2014-03-18,add comment
ripley,2014-03-18,update German translations
hornik,2014-03-17,Use \sspace to avoid LaTeX sentence end double space after a period.
hornik,2014-03-17,Add workaround for PR #15692.
ripley,2014-03-17,update
hornik,2014-03-17,Spelling.
ripley,2014-03-17,update
hornik,2014-03-15,Use printLog0() where squotifying via printLog() is not wanted or needed.
ripley,2014-03-15,doc updates
ripley,2014-03-15,clean up
maechler,2014-03-14,add example 'ss' to paste(.. collapse=ss) example
hornik,2014-03-14,Consistently use CUP style \emph{et al} (PR#15710).
ripley,2014-03-14,item has been ported
ripley,2014-03-14,remove old workaround which causes Rmpi to segfault
luke,2014-03-13,Mark dim attribute as immutable on installation so nested complex assignments can't crate an inconsistency under reference counting.
murrell,2014-03-13,added ellipsis arg to depth() generic in grid
ripley,2014-03-13,tweaks for testing installation
ripley,2014-03-13,tweaks
ripley,2014-03-13,turn LAZY_DUPLICATE_OK on
pd,2014-03-12,go to 3.2.0 devel
luke,2014-03-12,Fixed typo in macro argument.
urbaneks,2014-03-12,fix child cleanup issue in parallel:::mcfork
hornik,2014-03-12,Improve/simplify detection of -Wreturn-type-c-linkage warnings.
ripley,2014-03-12,tweaks
hornik,2014-03-12,"Silence getting objects when determining S3 generics. (Bioconductor package org.Hs.eg.db currently provides data sets such as org.Hs.egPROSITE which emit a message about being deprecated when being accessed, possibly resulting in check outputs incorrectly taken as indicating a problem.)"
hornik,2014-03-12,Spelling.
hornik,2014-03-12,Markup.
hornik,2014-03-12,Report clang -Wreturn-type-c-linkage warnings.
ripley,2014-03-12,C++11 patch from Martyn
ripley,2014-03-12,update
ripley,2014-03-12,update
ripley,2014-03-12,typos
urbaneks,2014-03-12,add support for custom vector allocators
ripley,2014-03-11,update
ripley,2014-03-11,update
murdoch,2014-03-11,typo
murdoch,2014-03-11,strcat_s and strcpy_s aren't supported in Win XP.
hornik,2014-03-11,Handle empty x factor levels.
ripley,2014-03-11,tweaks
maechler,2014-03-10,"printCoefmat() now wraps ""signif. legend"""
ripley,2014-03-10,"clean up, including removing old-style escapes"
ripley,2014-03-09,fix PR#15706
ripley,2014-03-09,inter alia fix PR#15190
ripley,2014-03-09,update
ripley,2014-03-09,update
ripley,2014-03-09,remove obsolete comments
urbaneks,2014-03-08,don't issue a warning if select is interrupted by a signal in selectChildren
plummer,2014-03-08,Modified instructions for C++11 support in R-exts
urbaneks,2014-03-08,parallel: modify child list more efficiently and safely
urbaneks,2014-03-07,mc: use SIGCHLD to clean up children instead of polling in select
urbaneks,2014-03-07,update NEWS
urbaneks,2014-03-07,remove mc_pids list which is superflous; don't try to kill processes on exit that no longer exist since pids could be reused by unrelated processes
urbaneks,2014-03-07,update NEWS
urbaneks,2014-03-07,"add mcparallel(..., detached=TRUE)"
urbaneks,2014-03-07,add mcfork(estranged=TRUE)
ripley,2014-03-07,"where available, limit iterations in texi2dvi"
ripley,2014-03-07,avoid outputting 0bp text
ripley,2014-03-07,add commonly used field
ripley,2014-03-06,update
maechler,2014-03-06,.preformat.ts() as first step towards format.ts()
maechler,2014-03-06,Move (dendro stuff) to correct section
maechler,2014-03-06,"fix bugs 15702,15703; and improve doc, example for dendrograms"
ripley,2014-03-06,start deprecating DUP=FALSE
ripley,2014-03-06,add comments
ripley,2014-03-05,fix for PR15679
ripley,2014-03-05,"markup, clarification as to which ""2"" is meant"
ripley,2014-03-05,workaround wished implicitly by PR#15687
ripley,2014-03-05,wrong PR
ripley,2014-03-05,fix something similar to PR#15644
ripley,2014-03-05,fulfill PR#15644
ripley,2014-03-05,tweaks
ripley,2014-03-05,support fifo() on Windows
murdoch,2014-03-04,Fix for PR#15699 (aggregate failure with no grouping variables)
ripley,2014-03-04,dump modified NAMESPACE file for a fake install
ripley,2014-03-04,tweaks for fake installs
urbaneks,2014-03-03,update OS X pkg IDs in R-admin
urbaneks,2014-03-03,fix Rf_any_duplicated.. declaration in Rinternals to match the reality
maechler,2014-03-03,long vectors for any_duplicated[3]()
maechler,2014-03-03,"code reuse: do the ""should probably merge"" part"
maechler,2014-03-03,"patches by Scott Kostyshak at Princeton (21 Nov 2013, to R-devel@....)"
ripley,2014-03-03,apply patch for PR#15680
ripley,2014-03-03,"apply patches for PR#15890,1"
ripley,2014-03-03,more merging with TRE
ripley,2014-03-03,merge back to tre's current git repository
hornik,2014-03-03,Updated.
ripley,2014-03-02,tweak
ripley,2014-03-02,tweak
ripley,2014-03-02,add comments
ripley,2014-03-02,update
murdoch,2014-03-02,Relax requirements for %\SweaveUTF8 to be more like vignette comments.
ripley,2014-03-02,add --system-tre
ripley,2014-03-02,more tweaks
ripley,2014-03-02,update
ripley,2014-03-02,add agrepl
ripley,2014-03-02,tweak
ripley,2014-03-01,updates
pd,2014-02-28,PR#15693
ripley,2014-02-27,revert
ripley,2014-02-27,revert
ripley,2014-02-27,up
ripley,2014-02-27,"typo, update"
ripley,2014-02-27,"allow ""/"" and ""d:/"""
maechler,2014-02-27,(2nd part of fix): var. renaming only
maechler,2014-02-27,.convertRdfiles(): 'f' must a full-path filename
ripley,2014-02-26,tweaks
ripley,2014-02-26,say DUP = FALSE may go in future
maechler,2014-02-25,precedence example for ':'; grouping: minus
maechler,2014-02-25,"for(): R style, not C"
luke,2014-02-24,Commented out no longer needed NAMED adjustments.
luke,2014-02-24,dimnamesgets needs to shallow_duplicate if the new value is referenced.
maechler,2014-02-24,update to legendGrob() and an example
hornik,2014-02-24,Spelling.
hornik,2014-02-24,Report warnings from using too many cores.
ripley,2014-02-24,tweaks to testing #cores used
ripley,2014-02-23,change wording
ripley,2014-02-23,make #cores check part of --as-cran
ripley,2014-02-22,docs for last change
ripley,2014-02-22,add check on #cores
ripley,2014-02-21,"On Windows, remove trailing separators in file.path()"
ripley,2014-02-21,doc tweaks
hornik,2014-02-21,Correction.
ripley,2014-02-20,typo
ripley,2014-02-20,tweak
ripley,2014-02-20,another exception
luke,2014-02-20,Merged in changes to support refrence counting changes; disabled for now.
hornik,2014-02-20,Separate format/print from computation of CRAN status summaries.
ripley,2014-02-20,use 'Unicode code point' consistently
ripley,2014-02-19,corrections
luke,2014-02-19,Uses MARK_NOT_MUTABLE for some constants.
hornik,2014-02-19,Integrate memtest notes into CRAN status summaries.
ripley,2014-02-19,comment on ARM and long doubles
ripley,2014-02-19,README is *way* out of date
ripley,2014-02-19,revert for now
ripley,2014-02-19,update
ripley,2014-02-19,update
ripley,2014-02-19,more comments on copyright status
ripley,2014-02-19,someone might try to seek on a pipe connection
luke,2014-02-18,Replaced another use of NAMED(x) with MAYBE_REFERENCED(x).
ripley,2014-02-18,tweak explanations
luke,2014-02-18,Replaced more NAMED idioms by macros.
luke,2014-02-18,"Only run finalizers at points where interrupt are checked in eval and bcEval, not at all checks."
ripley,2014-02-18,add note from ?optim
luke,2014-02-17,More use of macros for NAMED idioms.
luke,2014-02-17,Replaced some uses of NAMED(x) == 0 with NO_REFERENCES(x).
luke,2014-02-17,Replaced some uses of NAMED(x) or NAMED(x) != 0 with MAYBE_REFERENCED(x).
ripley,2014-02-17,typo
maechler,2014-02-17,"two @itemx too many, thanks to e-mail (Feb 12) from  jhshin@...kr"
ripley,2014-02-17,tweaks
murrell,2014-02-17,defence against division-by-zero in grid unit resolution or conversion
ripley,2014-02-16,slight re-wording
ripley,2014-02-16,"markup, typos, document change to finalizers"
luke,2014-02-14,Minor changes to reduce difference to refcnt code.
luke,2014-02-14,Minor changes to reduce difference to refcnt code.
luke,2014-02-14,Minor changes to reduce difference to refcnt code.
luke,2014-02-14,Moved running of finalizers to R_CheckUserInterrupt.
ripley,2014-02-14,"add more links, update repos info"
ripley,2014-02-14,typo
ripley,2014-02-14,more on controlling GC torture
ripley,2014-02-14,add info on env variables
ripley,2014-02-14,add info on env variables
plummer,2014-02-14,More precise description of PR#14713
ripley,2014-02-14,remove old comments
ripley,2014-02-14,change comment
luke,2014-02-13,Modified duplicate_list to avoid creating a temporary CONS cell.
luke,2014-02-13,Factored out common list duplication code into an inline function.
luke,2014-02-13,Modified algorithm in listRemove to avoid creating a temporary CONS cell.
ripley,2014-02-13,update
ripley,2014-02-13,tweaks to loadings()
luke,2014-02-13,listRemove would modify R_NilValue if all elements are removed from a pairlist with attributes.
ripley,2014-02-12,avoid call to plot.default
ligges,2014-02-12,some R flavors may have a missing check result
ripley,2014-02-12,fix for PR#15664
ripley,2014-02-12,optional check for DUP = FALSE
plummer,2014-02-12,Protect against corrupt package metadata on Debian PR#14713
ripley,2014-02-12,wrong section name
luke,2014-02-11,Added note in NEWS on shallow and lazy duplicate changes.x
luke,2014-02-11,Merged in lazy_duplicate changes form Michael Lawrence.
hornik,2014-02-11,Improve check log analysis.
hornik,2014-02-11,Improve CRAN status summaries.
luke,2014-02-11,Merged in shallow_duplicate changes from Michael Lawrence.
ripley,2014-02-11,explicit error for misuse of PR#15633
ripley,2014-02-11,an example that is hopefully platform-neutral
ripley,2014-02-11,"document iconv(to = ""utf8"")"
ripley,2014-02-11,a few more aliases from win_iconv svn
ripley,2014-02-11,typo
murdoch,2014-02-10,Correct docs for logical operations on NA.
murdoch,2014-02-10,typos
ripley,2014-02-10,"add comments, remove obsolete comment"
ripley,2014-02-10,"allow by = ""quarter"" for consistency with cut()"
ripley,2014-02-10,"mention quarters, tidy up"
ripley,2014-02-10,"deprecate the untested download.file(method=""lynx"")"
ripley,2014-02-10,mention download.file
ripley,2014-02-10,There is no RedHat 9 as yet
ripley,2014-02-09,force scale = 1 even for a POSIXt attribute
ripley,2014-02-09,tolerance wrong way up
ripley,2014-02-09,how to write a UTF-8 BOM
ripley,2014-02-09,update
ripley,2014-02-09,UTF-8-BOM is for input only
ripley,2014-02-09,migrate all.equal to POSIXt method
hornik,2014-02-07,Improve CRAN status summaries.
luke,2014-02-07,Added preliminary shallow_dupicate function (attibute spine only) and use in do_copyDFattr.
hornik,2014-02-07,Add code for computing check log results and details. Add option to summarize_check_packages_in_dir_results() for giving details for checks with non-ok results.
hornik,2014-02-07,Improve CRAN status summaries.
luke,2014-02-07,Moved macros outside UsE_RINTERNALS.
luke,2014-02-06,Replace some uses of NAMED by MAYBE_SHARED and such.
